LumiCycle: Ca1a-Bmal1-1 (Raw),,,,,,,,,
Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec
1.88889,1085.903,1.88889,782.745,1.88889,921.084,1.88889,910.78,1.88889,2385.882
1.89583,1087.611,1.89583,783.311,1.89583,938.876,1.89583,926.199,1.89583,2409.473
1.90278,1095.641,1.90278,794.231,1.90278,947.346,1.90278,935.13,1.90278,2408.508
1.90972,1092.883,1.90972,795.086,1.90972,948.701,1.90972,945.819,1.90972,2422.078
1.91667,1099.424,1.91667,800.789,1.91667,962.746,1.91667,968.295,1.91667,2433.747
1.92361,1095.851,1.92361,805.92,1.92361,970.872,1.92361,976.883,1.92361,2443.599
1.93056,1099.218,1.93056,804.684,1.93056,972.75,1.93056,984.862,1.93056,2461.097
1.9375,1100.666,1.9375,804.598,1.9375,987.107,1.9375,1006.8,1.9375,2464.417
1.94444,1108.396,1.94444,815.107,1.94444,994.411,1.94444,1027.9,1.94444,2477.628
1.95139,1105.089,1.95139,816.472,1.95139,997.259,1.95139,1036.715,1.95139,2478.436
1.95833,1112.918,1.95833,823.02,1.95833,1011.482,1.95833,1049.189,1.95833,2489.873
1.96528,1121.361,1.96528,823.116,1.96528,1012.98,1.96528,1057.984,1.96528,2494.007
1.97222,1116.76,1.97222,828.46,1.97222,1024.836,1.97222,1074.35,1.97222,2503.472
1.97917,1122.122,1.97917,834.241,1.97917,1039.904,1.97917,1092.026,1.97917,2510.3
1.98611,1126.515,1.98611,837.727,1.98611,1045.409,1.98611,1108.493,1.98611,2501.196
1.99306,1118.188,1.99306,838.476,1.99306,1058.103,1.99306,1118.025,1.99306,2513.021
2,1121.703,2,843.672,2,1060.933,2,1140.519,2,2509.424
2.00694,1119.259,2.00694,846.076,2.00694,1070.74,2.00694,1154.467,2.00694,2516.306
2.01389,1127.957,2.01389,855.985,2.01389,1084.738,2.01389,1159.882,2.01389,2501.239
2.02083,1120.489,2.02083,853.783,2.02083,1092.081,2.02083,1176.225,2.02083,2502.146
2.02778,1124.928,2.02778,852.951,2.02778,1090.973,2.02778,1186.909,2.02778,2475.596
2.03472,1129.4,2.03472,858.176,2.03472,1106.2,2.03472,1200.242,2.03472,2492.379
2.04167,1126.197,2.04167,858.684,2.04167,1107.687,2.04167,1219.377,2.04167,2474.659
2.04861,1127.947,2.04861,867.84,2.04861,1117.981,2.04861,1230.065,2.04861,2481.042
2.05556,1130.967,2.05556,870.898,2.05556,1122.537,2.05556,1247.522,2.05556,2464
2.0625,1127.228,2.0625,870.886,2.0625,1132.331,2.0625,1254.451,2.0625,2450.826
2.06944,1139.209,2.06944,879.884,2.06944,1152.15,2.06944,1273.806,2.06944,2443.414
2.07639,1128.635,2.07639,870.765,2.07639,1149.533,2.07639,1276.373,2.07639,2446.353
2.08333,1131.284,2.08333,877.355,2.08333,1155.044,2.08333,1303.437,2.08333,2419.889
2.09028,1132.299,2.09028,887.869,2.09028,1163.551,2.09028,1311.74,2.09028,2409.431
2.09722,1134.961,2.09722,882.076,2.09722,1168.472,2.09722,1322.265,2.09722,2399.911
2.10417,1119.818,2.10417,889.417,2.10417,1171.302,2.10417,1332.339,2.10417,2379.183
2.11111,1128.001,2.11111,892.529,2.11111,1181.673,2.11111,1345.562,2.11111,2371.25
2.11806,1129.547,2.11806,886.844,2.11806,1188.942,2.11806,1350.387,2.11806,2346.02
2.125,1127.474,2.125,890.323,2.125,1193.989,2.125,1367.639,2.125,2330.395
2.13194,1124.243,2.13194,885.084,2.13194,1198.882,2.13194,1375.565,2.13194,2307.556
2.13889,1120.201,2.13889,887.482,2.13889,1209.908,2.13889,1379.408,2.13889,2311.732
2.14583,1124.74,2.14583,887.149,2.14583,1204.668,2.14583,1389.365,2.14583,2268.581
2.15278,1116.027,2.15278,893.008,2.15278,1223.304,2.15278,1396.38,2.15278,2264.16
2.15972,1119.315,2.15972,892.643,2.15972,1212.06,2.15972,1398.424,2.15972,2241.002
2.16667,1113.689,2.16667,895.255,2.16667,1222.153,2.16667,1409.585,2.16667,2228.607
2.17361,1117.946,2.17361,887.38,2.17361,1229.352,2.17361,1418.777,2.17361,2200.507
2.18056,1108.262,2.18056,886.719,2.18056,1216.184,2.18056,1425.744,2.18056,2170.365
2.1875,1095.554,2.1875,888.021,2.1875,1228.657,2.1875,1420.45,2.1875,2155.703
2.19444,1105.825,2.19444,881.309,2.19444,1224.479,2.19444,1426.485,2.19444,2139.338
2.20139,1097.519,2.20139,884.683,2.20139,1224.076,2.20139,1435.428,2.20139,2100.037
2.20833,1094.169,2.20833,878.792,2.20833,1232.733,2.20833,1431.511,2.20833,2084.461
2.21528,1082.925,2.21528,875.479,2.21528,1223.989,2.21528,1433.944,2.21528,2059.527
2.22222,1090.989,2.22222,878.348,2.22222,1230.339,2.22222,1426.195,2.22222,2021.159
2.22917,1086.286,2.22917,870.524,2.22917,1221.318,2.22917,1436.94,2.22917,2004.293
2.23611,1081.021,2.23611,873.286,2.23611,1225.257,2.23611,1438.166,2.23611,1980.523
2.24306,1078.802,2.24306,871.576,2.24306,1222.347,2.24306,1431.763,2.24306,1959.144
2.25,1073.185,2.25,876.545,2.25,1226.662,2.25,1435.839,2.25,1930.549
2.25694,1076.103,2.25694,869.458,2.25694,1233.808,2.25694,1434.803,2.25694,1913.421
2.26389,1070.327,2.26389,866.577,2.26389,1229.601,2.26389,1432.677,2.26389,1888.455
2.27083,1069.388,2.27083,875.81,2.27083,1230.976,2.27083,1434.436,2.27083,1874.622
2.27778,1070.223,2.27778,865.464,2.27778,1232.857,2.27778,1444.584,2.27778,1861.069
2.28472,1078.604,2.28472,868.495,2.28472,1221.678,2.28472,1436.897,2.28472,1852.296
2.29167,1070.714,2.29167,869.069,2.29167,1226.299,2.29167,1444.328,2.29167,1828.5
2.29861,1071.513,2.29861,867.38,2.29861,1232.576,2.29861,1440.167,2.29861,1804.045
2.30556,1075.853,2.30556,867.273,2.30556,1233.26,2.30556,1437.228,2.30556,1787.888
2.3125,1068.31,2.3125,863.974,2.3125,1229.579,2.3125,1439.776,2.3125,1775.017
2.31944,1064.559,2.31944,869.502,2.31944,1236.79,2.31944,1437.095,2.31944,1755.748
2.32639,1065.479,2.32639,865.281,2.32639,1232.396,2.32639,1437.475,2.32639,1740.348
2.33333,1072.344,2.33333,854.066,2.33333,1224.959,2.33333,1435.154,2.33333,1720.414
2.34028,1064.988,2.34028,870.016,2.34028,1221.159,2.34028,1429.392,2.34028,1701.567
2.34722,1061.959,2.34722,862.627,2.34722,1220.618,2.34722,1423.777,2.34722,1687.613
2.35417,1056.786,2.35417,854.331,2.35417,1212.522,2.35417,1421.297,2.35417,1676.449
2.36111,1049.507,2.36111,859.419,2.36111,1205.177,2.36111,1420.563,2.36111,1649.695
2.36806,1053.807,2.36806,850.686,2.36806,1206.974,2.36806,1409.411,2.36806,1618.994
2.375,1037.048,2.375,847.146,2.375,1196.275,2.375,1401.075,2.375,1615.112
2.38194,1047.054,2.38194,841.587,2.38194,1195.09,2.38194,1392.962,2.38194,1589.939
2.38889,1033.294,2.38889,837.049,2.38889,1190.445,2.38889,1376.534,2.38889,1565.289
2.39583,1027.916,2.39583,829.814,2.39583,1181.127,2.39583,1372.464,2.39583,1545.105
2.40278,1022.073,2.40278,827.171,2.40278,1185.784,2.40278,1365.094,2.40278,1531.802
2.40972,1015.255,2.40972,819.99,2.40972,1166.273,2.40972,1350.705,2.40972,1516.351
2.41667,1008.093,2.41667,820.032,2.41667,1146.889,2.41667,1342.807,2.41667,1496.084
2.42361,1001.111,2.42361,807.56,2.42361,1148.612,2.42361,1333.012,2.42361,1485.186
2.43056,1000.058,2.43056,803.08,2.43056,1147.804,2.43056,1320.404,2.43056,1471.108
2.4375,991.478,2.4375,805.836,2.4375,1123.649,2.4375,1315.084,2.4375,1447.23
2.44444,985.249,2.44444,792.225,2.44444,1123.718,2.44444,1293.791,2.44444,1423.073
2.45139,985.537,2.45139,785.535,2.45139,1113.824,2.45139,1279.556,2.45139,1415.118
2.45833,973.716,2.45833,782.581,2.45833,1104.041,2.45833,1275.084,2.45833,1398.531
2.46528,967.123,2.46528,767.991,2.46528,1102.901,2.46528,1262.031,2.46528,1391.063
2.47222,949.315,2.47222,767.364,2.47222,1084.954,2.47222,1244.678,2.47222,1353.056
2.47917,951.695,2.47917,756.202,2.47917,1074.759,2.47917,1234.632,2.47917,1344.524
2.48611,942.791,2.48611,745.846,2.48611,1057.408,2.48611,1228.352,2.48611,1324.468
2.49306,933.802,2.49306,744.713,2.49306,1054.446,2.49306,1207.654,2.49306,1322.977
2.5,928.876,2.5,730.626,2.5,1045.855,2.5,1197.361,2.5,1300.156
2.50694,920.53,2.50694,735.428,2.50694,1035.051,2.50694,1177.542,2.50694,1278.791
2.51389,912.69,2.51389,724.216,2.51389,1032.759,2.51389,1171.434,2.51389,1281.722
2.52083,912.51,2.52083,711.419,2.52083,1019.016,2.52083,1156.526,2.52083,1255.683
2.52778,901.575,2.52778,705.249,2.52778,1005.054,2.52778,1143.258,2.52778,1245.403
2.53472,884.766,2.53472,701.528,2.53472,999.251,2.53472,1133.167,2.53472,1233.8
2.54167,887.717,2.54167,701.497,2.54167,987.325,2.54167,1120.384,2.54167,1228.942
2.54861,876.825,2.54861,691.565,2.54861,983.208,2.54861,1106.343,2.54861,1219.545
2.55556,877.792,2.55556,686.184,2.55556,972.614,2.55556,1094.489,2.55556,1211.254
2.5625,870.33,2.5625,681.598,2.5625,969.753,2.5625,1095.653,2.5625,1207.261
2.56944,861.036,2.56944,671.982,2.56944,964.805,2.56944,1077.55,2.56944,1202.495
2.57639,855.121,2.57639,665.269,2.57639,963.12,2.57639,1065.84,2.57639,1196.041
2.58333,852.62,2.58333,666.623,2.58333,948.125,2.58333,1057.626,2.58333,1185.703
2.59028,849.437,2.59028,660.502,2.59028,939.81,2.59028,1046.726,2.59028,1183.061
2.59722,856.137,2.59722,656.88,2.59722,927.234,2.59722,1033.186,2.59722,1176.103
2.60417,848.232,2.60417,650.333,2.60417,933.357,2.60417,1026.072,2.60417,1161.989
2.61111,840.479,2.61111,643.116,2.61111,924.785,2.61111,1012.114,2.61111,1166.331
2.61806,842.086,2.61806,638.799,2.61806,915.509,2.61806,1005.661,2.61806,1163.204
2.625,833.704,2.625,629.581,2.625,908.609,2.625,995.117,2.625,1154.417
2.63194,818.297,2.63194,624.42,2.63194,907.779,2.63194,977.631,2.63194,1157.303
2.63889,819.047,2.63889,620.391,2.63889,896.606,2.63889,972.301,2.63889,1148.385
2.64583,814.727,2.64583,610.953,2.64583,904.186,2.64583,959.698,2.64583,1151.32
2.65278,814.267,2.65278,606.98,2.65278,891.698,2.65278,951.662,2.65278,1148.588
2.65972,804.764,2.65972,608.738,2.65972,884.681,2.65972,935.658,2.65972,1147.934
2.66667,803.913,2.66667,594.679,2.66667,887.13,2.66667,935.066,2.66667,1140.285
2.67361,799.752,2.67361,596.14,2.67361,880.423,2.67361,923.518,2.67361,1145.935
2.68056,793.526,2.68056,591.092,2.68056,883.203,2.68056,917.797,2.68056,1135.133
2.6875,791.128,2.6875,591.796,2.6875,871.885,2.6875,909.761,2.6875,1137.926
2.69444,795.342,2.69444,584.839,2.69444,872.176,2.69444,900.815,2.69444,1145.096
2.70139,780.418,2.70139,580.474,2.70139,870.044,2.70139,894.863,2.70139,1146.883
2.70833,785.764,2.70833,572.929,2.70833,868.892,2.70833,885.273,2.70833,1147.833
2.71528,783.546,2.71528,570.165,2.71528,871.636,2.71528,876.714,2.71528,1145.434
2.72222,780.597,2.72222,572.098,2.72222,869.001,2.72222,871.244,2.72222,1152.374
2.72917,777.396,2.72917,565.525,2.72917,867.956,2.72917,865.113,2.72917,1145.356
2.73611,775.708,2.73611,565.51,2.73611,866.958,2.73611,860.326,2.73611,1151.987
2.74306,774.538,2.74306,558.494,2.74306,867.995,2.74306,863.005,2.74306,1150.647
2.75,768.501,2.75,557.868,2.75,867.145,2.75,849.912,2.75,1163.296
2.75694,763.661,2.75694,554.75,2.75694,867.649,2.75694,846.72,2.75694,1158.109
2.76389,762.737,2.76389,556.636,2.76389,867.62,2.76389,837.122,2.76389,1164.578
2.77083,761.469,2.77083,549.952,2.77083,867.289,2.77083,834.015,2.77083,1169.418
2.77778,766.057,2.77778,545.668,2.77778,865.452,2.77778,828.222,2.77778,1171.086
2.78472,758.562,2.78472,546.727,2.78472,868.182,2.78472,824.163,2.78472,1178.465
2.79167,765.112,2.79167,533.88,2.79167,870.819,2.79167,820.436,2.79167,1176.766
2.79861,761.186,2.79861,540.056,2.79861,873.565,2.79861,811.971,2.79861,1182.873
2.80556,763.11,2.80556,541.173,2.80556,874.438,2.80556,807.81,2.80556,1191.051
2.8125,753.982,2.8125,538.847,2.8125,880.145,2.8125,803.1,2.8125,1193.18
2.81944,754.645,2.81944,537.436,2.81944,875.99,2.81944,799.528,2.81944,1196.603
2.82639,760.415,2.82639,540.244,2.82639,881.45,2.82639,799.721,2.82639,1200.896
2.83333,761.613,2.83333,542.376,2.83333,885.513,2.83333,789.675,2.83333,1216.44
2.84028,765.739,2.84028,542.434,2.84028,884.692,2.84028,792.003,2.84028,1218.414
2.84722,764.887,2.84722,544.508,2.84722,900.524,2.84722,781.502,2.84722,1225.286
2.85417,764.108,2.85417,540.142,2.85417,901.452,2.85417,782.266,2.85417,1234.257
2.86111,769.763,2.86111,534.108,2.86111,909.341,2.86111,776.665,2.86111,1231.12
2.86806,761.815,2.86806,532.121,2.86806,907.327,2.86806,779.225,2.86806,1243.056
2.875,764.627,2.875,546.337,2.875,914.155,2.875,774.638,2.875,1250.879
2.88194,768.494,2.88194,545.617,2.88194,917.351,2.88194,774.638,2.88194,1256.994
2.88889,765.161,2.88889,543.932,2.88889,922.078,2.88889,772.175,2.88889,1263.498
2.89583,767.455,2.89583,547.88,2.89583,934.05,2.89583,766.284,2.89583,1275.225
2.90278,771.581,2.90278,547.097,2.90278,934.122,2.90278,764.311,2.90278,1276.464
2.90972,818.182,2.90972,554.738,2.90972,939.104,2.90972,767.01,2.90972,1284.712
2.91667,827.731,2.91667,545.774,2.91667,942.141,2.91667,764.174,2.91667,1289.926
2.92361,844.479,2.92361,552.577,2.92361,950.716,2.92361,758.318,2.92361,1292.508
2.93056,835.493,2.93056,554.607,2.93056,950.069,2.93056,762.697,2.93056,1300.277
2.9375,845.49,2.9375,559.835,2.9375,958.034,2.9375,756.744,2.9375,1297.433
2.94444,841.763,2.94444,566.315,2.94444,961.737,2.94444,750.605,2.94444,1308.727
2.95139,846.572,2.95139,564.445,2.95139,969.474,2.95139,747.17,2.95139,1305.031
2.95833,845.998,2.95833,565.941,2.95833,965.916,2.95833,743.893,2.95833,1314.769
2.96528,844.667,2.96528,570.001,2.96528,975.068,2.96528,740.184,2.96528,1319.021
2.97222,842.432,2.97222,568.865,2.97222,973.508,2.97222,742.748,2.97222,1320.935
2.97917,849.198,2.97917,573.793,2.97917,990.132,2.97917,738.944,2.97917,1333.895
2.98611,848.298,2.98611,577.262,2.98611,987.339,2.98611,732.002,2.98611,1332.82
2.99306,862.528,2.99306,572.914,2.99306,994.67,2.99306,726.63,2.99306,1324.522
3,857.487,3,582.291,3,994.065,3,730.634,3,1335.125
3.00694,861.669,3.00694,585.227,3.00694,1000.821,3.00694,724.988,3.00694,1335.24
3.01389,866.42,3.01389,587.436,3.01389,994.641,3.01389,722.615,3.01389,1350.692
3.02083,868.587,3.02083,593.138,3.02083,1004.192,3.02083,713.369,3.02083,1359.308
3.02778,872.991,3.02778,599.793,3.02778,1018.195,3.02778,712.197,3.02778,1357.641
3.03472,867.628,3.03472,598.568,3.03472,1011.957,3.03472,715.798,3.03472,1358.635
3.04167,875.653,3.04167,606.315,3.04167,1010.257,3.04167,706.17,3.04167,1357.104
3.04861,884.589,3.04861,612.481,3.04861,1026.32,3.04861,704.094,3.04861,1386.971
3.05556,882.147,3.05556,610.753,3.05556,1021.061,3.05556,705.406,3.05556,1362.73
3.0625,878.224,3.0625,618.086,3.0625,1018.695,3.0625,699.954,3.0625,1357.747
3.06944,880.11,3.06944,618.532,3.06944,1028.215,3.06944,694.17,3.06944,1366.268
3.07639,885.301,3.07639,623.718,3.07639,1026.031,3.07639,688.658,3.07639,1366.231
3.08333,883.691,3.08333,627.47,3.08333,1031.791,3.08333,684.455,3.08333,1372
3.09028,888.422,3.09028,627.449,3.09028,1033.594,3.09028,680.232,3.09028,1377.136
3.09722,900.309,3.09722,640.888,3.09722,1023.006,3.09722,674.383,3.09722,1375.864
3.10417,899.831,3.10417,640.888,3.10417,1028.409,3.10417,681.144,3.10417,1373.599
3.11111,904.256,3.11111,643.27,3.11111,1039.156,3.11111,666.94,3.11111,1372.288
3.11806,900.447,3.11806,646.429,3.11806,1026.032,3.11806,658.701,3.11806,1375.313
3.125,912.175,3.125,657.961,3.125,1026.449,3.125,661.889,3.125,1370.03
3.13194,911.913,3.13194,661.649,3.13194,1031.044,3.13194,653.804,3.13194,1376.458
3.13889,910.141,3.13889,660.872,3.13889,1038.054,3.13889,654.131,3.13889,1378.839
3.14583,911.832,3.14583,672.111,3.14583,1037.644,3.14583,644.532,3.14583,1375.645
3.15278,913.202,3.15278,669.624,3.15278,1029.618,3.15278,647.744,3.15278,1367.556
3.15972,918.148,3.15972,675.05,3.15972,1030.094,3.15972,645.788,3.15972,1372.153
3.16667,922.43,3.16667,675.376,3.16667,1033.077,3.16667,641.394,3.16667,1377.114
3.17361,919.527,3.17361,681.111,3.17361,1029.387,3.17361,633.639,3.17361,1365.381
3.18056,929.568,3.18056,684.009,3.18056,1020.542,3.18056,623.016,3.18056,1362.572
3.1875,943.452,3.1875,699.608,3.1875,1029.157,3.1875,627.344,3.1875,1391.743
3.19444,948.583,3.19444,699.167,3.19444,1029.907,3.19444,622.811,3.19444,1397.488
3.20139,928.695,3.20139,695.748,3.20139,1014.406,3.20139,611.935,3.20139,1367.865
3.20833,928.043,3.20833,691.82,3.20833,1007.866,3.20833,604.788,3.20833,1355.019
3.21528,922.046,3.21528,690.082,3.21528,1010.964,3.21528,601.317,3.21528,1349.01
3.22222,926.776,3.22222,695.69,3.22222,999.914,3.22222,591.162,3.22222,1345.262
3.22917,925.925,3.22917,693.433,3.22917,999.597,3.22917,588.464,3.22917,1335.177
3.23611,926.525,3.23611,694.38,3.23611,990.378,3.23611,580.95,3.23611,1327.725
3.24306,916.691,3.24306,695.739,3.24306,988.1,3.24306,568.113,3.24306,1327.571
3.25,920.776,3.25,701.106,3.25,978.045,3.25,567.141,3.25,1316.867
3.25694,914.536,3.25694,698.836,3.25694,971.419,3.25694,566.736,3.25694,1308.71
3.26389,918.504,3.26389,701.02,3.26389,971.216,3.26389,557.126,3.26389,1311.493
3.27083,918.374,3.27083,700.847,3.27083,966.642,3.27083,547.975,3.27083,1302.788
3.27778,917.31,3.27778,713.543,3.27778,962.92,3.27778,551.522,3.27778,1302.645
3.28472,925.09,3.28472,710.434,3.28472,954.469,3.28472,543.226,3.28472,1302.091
3.29167,939.716,3.29167,710.074,3.29167,943.01,3.29167,545.43,3.29167,1298.966
3.29861,932.186,3.29861,721.683,3.29861,943.515,3.29861,534.741,3.29861,1300.47
3.30556,937.967,3.30556,720.385,3.30556,940.66,3.30556,529.974,3.30556,1297.851
3.3125,937.841,3.3125,726.515,3.3125,928.646,3.3125,528.26,3.3125,1288.947
3.31944,941.62,3.31944,728.43,3.31944,927.046,3.31944,517.4,3.31944,1298.009
3.32639,940.452,3.32639,727.761,3.32639,923.75,3.32639,521.805,3.32639,1296.862
3.33333,952.66,3.33333,738.736,3.33333,920.884,3.33333,513.007,3.33333,1295.679
3.34028,943.425,3.34028,741.221,3.34028,911.696,3.34028,511.898,3.34028,1294.084
3.34722,950.444,3.34722,738.981,3.34722,907.572,3.34722,501.944,3.34722,1290.942
3.35417,953.477,3.35417,747.098,3.35417,903.953,3.35417,501.515,3.35417,1295.589
3.36111,950.935,3.36111,744.922,3.36111,890.976,3.36111,496.543,3.36111,1284.07
3.36806,950.04,3.36806,746.068,3.36806,893.065,3.36806,492.121,3.36806,1281.218
3.375,950.896,3.375,742.582,3.375,883.088,3.375,490.133,3.375,1279.714
3.38194,948.208,3.38194,745.952,3.38194,872.709,3.38194,490.796,3.38194,1272.589
3.38889,947.573,3.38889,750.511,3.38889,870.473,3.38889,483.536,3.38889,1273.173
3.39583,955.003,3.39583,753.896,3.39583,864.696,3.39583,480.396,3.39583,1268.375
3.40278,943.813,3.40278,757.627,3.40278,858.458,3.40278,469.622,3.40278,1260.279
3.40972,942.894,3.40972,758.096,3.40972,845.58,3.40972,464.971,3.40972,1256.653
3.41667,951.209,3.41667,750.468,3.41667,838.793,3.41667,468.255,3.41667,1250.209
3.42361,960.269,3.42361,759.888,3.42361,828.14,3.42361,461.066,3.42361,1243.024
3.43056,951.512,3.43056,749.921,3.43056,830.966,3.43056,462.246,3.43056,1237.721
3.4375,952.176,3.4375,751.109,3.4375,819.791,3.4375,457.101,3.4375,1228.383
3.44444,946.331,3.44444,748.581,3.44444,810.159,3.44444,450.854,3.44444,1226.677
3.45139,945.095,3.45139,750.886,3.45139,799.104,3.45139,448.794,3.45139,1223.989
3.45833,942.673,3.45833,752.341,3.45833,789.74,3.45833,444.43,3.45833,1211.816
3.46528,934.301,3.46528,742.892,3.46528,782.551,3.46528,441.796,3.46528,1198.418
3.47222,936.927,3.47222,745.484,3.47222,775.333,3.47222,435.975,3.47222,1189.746
3.47917,937.264,3.47917,739.643,3.47917,770.147,3.47917,429.435,3.47917,1192.065
3.48611,934.474,3.48611,736.929,3.48611,757.837,3.48611,425.892,3.48611,1180.895
3.49306,927.318,3.49306,739.593,3.49306,749.525,3.49306,418.878,3.49306,1182.969
3.5,919.491,3.5,729.482,3.5,734.139,3.5,416.53,3.5,1168.837
3.50694,911.962,3.50694,724.887,3.50694,729.011,3.50694,408.809,3.50694,1171.012
3.51389,906.76,3.51389,719.074,3.51389,716.247,3.51389,414.127,3.51389,1156.794
3.52083,905.439,3.52083,721.192,3.52083,709.433,3.52083,402.921,3.52083,1153.567
3.52778,899.293,3.52778,716.648,3.52778,704.959,3.52778,402.532,3.52778,1146.815
3.53472,888.78,3.53472,708.833,3.53472,692.592,3.53472,397.747,3.53472,1140.904
3.54167,892.271,3.54167,703.389,3.54167,680.673,3.54167,394.189,3.54167,1135.505
3.54861,880.724,3.54861,710.814,3.54861,676.679,3.54861,388.068,3.54861,1123.174
3.55556,879.14,3.55556,702.166,3.55556,666.792,3.55556,390.387,3.55556,1121.11
3.5625,870.405,3.5625,699.732,3.5625,658.452,3.5625,378.702,3.5625,1117.834
3.56944,865.281,3.56944,703.07,3.56944,653.627,3.56944,377.085,3.56944,1102.538
3.57639,868.454,3.57639,684.753,3.57639,640.966,3.57639,378.408,3.57639,1100.176
3.58333,858.684,3.58333,690.678,3.58333,635.277,3.58333,375.641,3.58333,1097.05
3.59028,848.52,3.59028,689.18,3.59028,626.304,3.59028,369.17,3.59028,1100.896
3.59722,843.983,3.59722,685.896,3.59722,614.786,3.59722,363.001,3.59722,1085.225
3.60417,846.032,3.60417,676.812,3.60417,606.629,3.60417,361.306,3.60417,1083.624
3.61111,834.901,3.61111,675.093,3.61111,603.682,3.61111,361.262,3.61111,1079.004
3.61806,837.137,3.61806,667.084,3.61806,595.18,3.61806,358.209,3.61806,1067.506
3.625,832.64,3.625,665.961,3.625,587.917,3.625,356.74,3.625,1069.391
3.63194,827.472,3.63194,655.782,3.63194,580.758,3.63194,353.72,3.63194,1058.62
3.63889,822.551,3.63889,655.619,3.63889,569.667,3.63889,346.498,3.63889,1056.068
3.64583,814.403,3.64583,645.285,3.64583,559.379,3.64583,343.152,3.64583,1049.77
3.65278,808.76,3.65278,657.256,3.65278,552.726,3.65278,339.829,3.65278,1046.877
3.65972,800.006,3.65972,651.553,3.65972,545.601,3.65972,335.955,3.65972,1043.642
3.66667,802.513,3.66667,639.616,3.66667,534.474,3.66667,335.148,3.66667,1036.434
3.67361,795.776,3.67361,635.943,3.67361,533.523,3.67361,334.116,3.67361,1031.953
3.68056,788.645,3.68056,631.233,3.68056,524.59,3.68056,329.742,3.68056,1039.442
3.6875,779.546,3.6875,624.066,3.6875,518.771,3.6875,324.366,3.6875,1022.791
3.69444,782.854,3.69444,618.958,3.69444,505.928,3.69444,328.854,3.69444,1021.881
3.70139,777.512,3.70139,615.216,3.70139,503.933,3.70139,323.121,3.70139,1023.209
3.70833,775.237,3.70833,613.175,3.70833,491.66,3.70833,322.406,3.70833,1014.36
3.71528,766.96,3.71528,607.19,3.71528,490.451,3.71528,318.469,3.71528,1004.616
3.72222,756.74,3.72222,606.41,3.72222,485.529,3.72222,319.245,3.72222,1005.063
3.72917,757.718,3.72917,604.24,3.72917,476.402,3.72917,314.527,3.72917,1000.36
3.73611,746.451,3.73611,595.627,3.73611,470.381,3.73611,315.53,3.73611,992.811
3.74306,746.494,3.74306,595.569,3.74306,468.204,3.74306,313.562,3.74306,992.998
3.75,737.865,3.75,593.06,3.75,457.072,3.75,311.031,3.75,991.76
3.75694,741.561,3.75694,586.795,3.75694,450.658,3.75694,305.874,3.75694,983.879
3.76389,742.539,3.76389,584.882,3.76389,450.854,3.76389,303.609,3.76389,987.512
3.77083,741.935,3.77083,581.497,3.77083,441.957,3.77083,299.96,3.77083,983.519
3.77778,736.439,3.77778,574.655,3.77778,437.39,3.77778,303.964,3.77778,972.959
3.78472,726.225,3.78472,576.54,3.78472,431.771,3.78472,299.45,3.78472,968.312
3.79167,729.623,3.79167,566.848,3.79167,433.241,3.79167,295.318,3.79167,971.173
3.79861,722.935,3.79861,562.887,3.79861,422.311,3.79861,294.812,3.79861,969.115
3.80556,717.68,3.80556,559.416,3.80556,423.128,3.80556,290.103,3.80556,970.309
3.8125,712.895,3.8125,557.529,3.8125,409.01,3.8125,289.704,3.8125,966.462
3.81944,718.261,3.81944,551.356,3.81944,404.503,3.81944,286.99,3.81944,965.037
3.82639,705.185,3.82639,551.782,3.82639,400.893,3.82639,286.801,3.82639,961.723
3.83333,703.921,3.83333,556.231,3.83333,394.394,3.83333,289.332,3.83333,964.208
3.84028,706.284,3.84028,552.753,3.84028,395.194,3.84028,285.492,3.84028,960.872
3.84722,706.611,3.84722,551.679,3.84722,390.947,3.84722,284.93,3.84722,957.402
3.85417,698.341,3.85417,543.514,3.85417,390.037,3.85417,284.159,3.85417,958.524
3.86111,700.176,3.86111,543.687,3.86111,384.47,3.86111,284.453,3.86111,965.533
3.86806,695.413,3.86806,546.771,3.86806,377.622,3.86806,278.015,3.86806,961.407
3.875,693.404,3.875,537.967,3.875,378.81,3.875,281.011,3.875,957.452
3.88194,690.763,3.88194,540.921,3.88194,372.681,3.88194,274.545,3.88194,960.657
3.88889,686.925,3.88889,540.187,3.88889,368.096,3.88889,278.671,3.88889,958.25
3.89583,687.675,3.89583,538.359,3.89583,366.405,3.89583,276.683,3.89583,960.988
3.90278,685.949,3.90278,535.577,3.90278,363.759,3.90278,273.831,3.90278,954.447
3.90972,678.2,3.90972,533.057,3.90972,358.97,3.90972,277.346,3.90972,964.548
3.91667,682.217,3.91667,532.797,3.91667,356.441,3.91667,271.318,3.91667,958.971
3.92361,683.679,3.92361,537.061,3.92361,354.712,3.92361,272.156,3.92361,964.589
3.93056,676.087,3.93056,527.367,3.93056,355.865,3.93056,270.965,3.93056,965.684
3.9375,676.947,3.9375,533.748,3.9375,352.001,3.9375,277.784,3.9375,970.645
3.94444,679.568,3.94444,531.128,3.94444,345.703,3.94444,271.082,3.94444,967.399
3.95139,677.073,3.95139,528.605,3.95139,342.467,3.95139,273.031,3.95139,962.558
3.95833,682.74,3.95833,532.178,3.95833,339.706,3.95833,269.063,3.95833,973.666
