1,1735.885
1.00694,1697.404
1.01389,1654.87
1.02083,1618.126
1.02778,1569.422
1.03472,1549.605
1.04167,1504.782
1.04861,1469.214
1.05556,1436.816
1.0625,1393.754
1.06944,1361.32
1.07639,1335.739
1.08333,1312.061
1.09028,1268.998
1.09722,1244.886
1.10417,1218.376
1.11111,1192.334
1.11806,1165.949
1.125,1142.872
1.13194,1128.079
1.13889,1093.479
1.14583,1075.906
1.15278,1058.329
1.15972,1033.071
1.16667,1008.037
1.17361,1007.461
1.18056,977.573
1.1875,959.339
1.19444,955.319
1.20139,937.965
1.20833,918.102
1.21528,901.768
1.22222,889.123
1.22917,883.088
1.23611,873.722
1.24306,861.55
1.25,861.262
1.25694,844.885
1.26389,847.229
1.27083,843.663
1.27778,834.817
1.28472,830.654
1.29167,831.749
1.29861,831.576
1.30556,830.659
1.3125,828.177
1.31944,829.833
1.32639,832.844
1.33333,842.029
1.34028,842.969
1.34722,849.005
1.35417,854.766
1.36111,855.76
1.36806,865.367
1.375,873.293
1.38194,883.363
1.38889,890.113
1.39583,901.87
1.40278,907.801
1.40972,923.372
1.41667,938.497
1.42361,949.398
1.43056,961.369
1.4375,972.59
1.44444,982.99
1.45139,1005.589
1.45833,1017.358
1.46528,1034.422
1.47222,1045.126
1.47917,1059.77
1.48611,1073.229
1.49306,1093.61
1.5,1107.297
1.50694,1121.241
1.51389,1131.287
1.52083,1145.161
1.52778,1166.337
1.53472,1178.977
1.54167,1189.698
1.54861,1208.347
1.55556,1228.741
1.5625,1235.943
1.56944,1257.758
1.57639,1266.117
1.58333,1280.5
1.59028,1296.465
1.59722,1318.545
1.60417,1331.208
1.61111,1342.163
1.61806,1359.626
1.625,1374.941
1.63194,1393.034
1.63889,1398.442
1.64583,1412.123
1.65278,1431.827
1.65972,1431.911
1.66667,1452.642
1.67361,1461.534
1.68056,1474.953
1.6875,1486.821
1.69444,1478.319
1.70139,1498.03
1.70833,1507.994
1.71528,1512.97
1.72222,1519.563
1.72917,1534.828
1.73611,1542.44
1.74306,1536.216
1.75,1543.672
1.75694,1559.918
1.76389,1554.541
1.77083,1551.312
1.77778,1558.498
1.78472,1560.879
1.79167,1563.4
1.79861,1564.907
1.80556,1563.434
1.8125,1568.277
1.81944,1566.736
1.82639,1561.023
1.83333,1566.598
1.84028,1566.859
1.84722,1561.206
1.85417,1558.54
1.86111,1559.132
1.86806,1553.026
1.875,1547.35
1.88194,1554.058
1.88889,1556.385
1.89583,1538.803
1.90278,1528.577
1.90972,1535.865
1.91667,1531.001
1.92361,1508.269
1.93056,1510.4
1.9375,1506.655
1.94444,1489.874
1.95139,1478.724
1.95833,1479.616
1.96528,1474.376
1.97222,1462.155
1.97917,1448.751
1.98611,1440.63
1.99306,1430.792
2,1412.381
2.00694,1411.344
2.01389,1403.296
2.02083,1388.814
2.02778,1375.508
2.03472,1366.808
2.04167,1369.285
2.04861,1355.735
2.05556,1338.792
2.0625,1329.343
2.06944,1323.845
2.07639,1308.527
2.08333,1301.359
2.09028,1290.192
2.09722,1275.811
2.10417,1273.319
2.11111,1259.871
2.11806,1250.936
2.125,1231.996
2.13194,1228.236
2.13889,1228.364
2.14583,1211.952
2.15278,1206.833
2.15972,1193.722
2.16667,1182.563
2.17361,1175.093
2.18056,1166.458
2.1875,1156.983
2.19444,1150.03
2.20139,1142.756
2.20833,1122
2.21528,1115.746
2.22222,1112.912
2.22917,1107.036
2.23611,1098.672
2.24306,1097.061
2.25,1082.936
2.25694,1079.653
2.26389,1076.596
2.27083,1073.097
2.27778,1070.752
2.28472,1071.774
2.29167,1067.41
2.29861,1066.99
2.30556,1068.497
2.3125,1066.197
2.31944,1070.737
2.32639,1075.375
2.33333,1065.062
2.34028,1068.649
2.34722,1078.285
2.35417,1073.745
2.36111,1076.585
2.36806,1073.501
2.375,1083.398
2.38194,1085.252
2.38889,1084.649
2.39583,1086.682
2.40278,1095.567
