2.40972,1095.374
2.41667,1097.816
2.42361,1098.536
2.43056,1100.118
2.4375,1123.551
2.44444,1113.919
2.45139,1120.157
2.45833,1120.081
2.46528,1133.193
2.47222,1127.792
2.47917,1134.901
2.48611,1138.316
2.49306,1152.561
2.5,1145.748
2.50694,1161.107
2.51389,1165.759
2.52083,1160.463
2.52778,1167.949
2.53472,1171.579
2.54167,1180.043
2.54861,1197.539
2.55556,1200.429
2.5625,1202.979
2.56944,1210.209
2.57639,1216.417
2.58333,1226.126
2.59028,1237.079
2.59722,1242.87
2.60417,1247.682
2.61111,1256.042
2.61806,1264.454
2.625,1275.873
2.63194,1276.784
2.63889,1282.292
2.64583,1291.424
2.65278,1297.488
2.65972,1316.553
2.66667,1311.578
2.67361,1326.228
2.68056,1333.117
2.6875,1333.506
2.69444,1357.569
2.70139,1355.745
2.70833,1349.235
2.71528,1358.931
2.72222,1366.577
2.72917,1369.375
2.73611,1376.732
2.74306,1381.676
2.75,1391.525
2.75694,1388.354
2.76389,1387.621
2.77083,1402.144
2.77778,1399.421
2.78472,1409.918
2.79167,1411.793
2.79861,1411.042
2.80556,1416.991
2.8125,1419.831
2.81944,1422.651
2.82639,1431.567
2.83333,1425.549
2.84028,1434.839
2.84722,1437.484
2.85417,1439.303
2.86111,1436.625
2.86806,1434.103
2.875,1449.486
2.88194,1452.328
2.88889,1454.01
2.89583,1455.327
2.90278,1444.603
2.90972,1445.309
2.91667,1446.778
2.92361,1446.664
2.93056,1449.703
2.9375,1442.284
2.94444,1440.053
2.95139,1437.055
2.95833,1441.348
2.96528,1447.754
2.97222,1433.096
2.97917,1435.471
2.98611,1436.783
2.99306,1432.444
3,1423.256
3.00694,1427.306
3.01389,1423.535
3.02083,1416.48
3.02778,1415.752
3.03472,1410.639
3.04167,1405.352
3.04861,1404.503
3.05556,1402.659
3.0625,1392.723
3.06944,1389.327
3.07639,1383.736
3.08333,1381.863
3.09028,1378.633
3.09722,1368.283
3.10417,1355.458
3.11111,1372.31
3.11806,1353.614
3.125,1352.484
3.13194,1343.834
3.13889,1336.594
3.14583,1329.925
3.15278,1326.698
3.15972,1315.982
3.16667,1314.628
3.17361,1317.711
3.18056,1302.068
3.1875,1296.537
3.19444,1299.634
3.20139,1278.159
3.20833,1276.021
3.21528,1265.938
3.22222,1255.711
3.22917,1250.202
3.23611,1243.234
3.24306,1227.867
3.25,1227.869
3.25694,1211.189
3.26389,1209.056
3.27083,1207.401
3.27778,1203.756
3.28472,1188.417
3.29167,1182.773
3.29861,1185.483
3.30556,1176.821
3.3125,1169.552
3.31944,1167.137
3.32639,1160.641
3.33333,1163.781
3.34028,1158.841
3.34722,1151.766
3.35417,1154.539
3.36111,1150.156
3.36806,1147.437
3.375,1152.897
3.38194,1150.3
3.38889,1147.001
3.39583,1140.203
3.40278,1135.968
3.40972,1143.207
3.41667,1138.358
3.42361,1131.214
3.43056,1131.694
3.4375,1124.114
3.44444,1132.4
3.45139,1122.703
3.45833,1123.635
3.46528,1117.449
3.47222,1117.046
3.47917,1114.597
3.48611,1117.233
3.49306,1113.934
3.5,1116.138
3.50694,1110.172
3.51389,1106.261
3.52083,1106.07
3.52778,1105.278
3.53472,1100.997
3.54167,1099.357
3.54861,1091.914
3.55556,1096.805
3.5625,1098.568
3.56944,1098.679
3.57639,1098.208
3.58333,1092.873
3.59028,1096.849
3.59722,1097.848
3.60417,1096.573
3.61111,1088.538
3.61806,1098.823
3.625,1097.888
3.63194,1099.225
3.63889,1100.579
3.64583,1094.371
3.65278,1104.626
3.65972,1094.731
3.66667,1107.882
3.67361,1097.459
3.68056,1097.641
3.6875,1092.703
3.69444,1097.243
3.70139,1094.993
3.70833,1095.166
3.71528,1094.301
3.72222,1101.386
3.72917,1104.18
3.73611,1090.055
3.74306,1101.345
3.75,1092.818
3.75694,1093.997
3.76389,1099.689
3.77083,1106.343
3.77778,1099.227
3.78472,1105.689
3.79167,1105.923
3.79861,1103.332
3.80556,1097.626
3.8125,1109.122
3.81944,1104.903
3.82639,1102.617
3.83333,1101.821
3.84028,1107.201
3.84722,1107.118
3.85417,1106.763
3.86111,1100.838
3.86806,1105.857
3.875,1109.711
3.88194,1108.626
3.88889,1114.849
3.89583,1112.735
3.90278,1117.298
3.90972,1120.11
3.91667,1106.528
3.92361,1110.765
3.93056,1114.703
3.9375,1112.476
3.94444,1107.553
3.95139,1111.442
3.95833,1114.611
3.96528,1102.466
3.97222,1114.941
3.97917,1109.077
3.98611,1109.239
3.99306,1103.864
4,1108.243
4.00694,1108.242
4.01389,1105.044
4.02083,1110.031
4.02778,1101.23
4.03472,1098.62
4.04167,1103.719
4.04861,1097.917
4.05556,1087.414
4.0625,1098.249
4.06944,1090.744
4.07639,1089.203
4.08333,1085.441
4.09028,1092.196
4.09722,1073.935
4.10417,1083.972
4.11111,1074.108
4.11806,1068.692
4.125,1074.111
4.13194,1071.844
4.13889,1081.579
4.14583,1071.731
4.15278,1068.319
4.15972,1060.799
4.16667,1058.177
4.17361,1062.597
4.18056,1058.335
4.1875,1056.45
4.19444,1051.002
4.20139,1047.295
4.20833,1042.065
4.21528,1032.539
4.22222,1027.151
4.22917,1031.814
4.23611,1032.082
4.24306,1021.549
4.25,1019.045
4.25694,1020.327
4.26389,1021.015
4.27083,1012.883
4.27778,1014.937
4.28472,1012.032
4.29167,1007.432
4.29861,997.869
4.30556,993.058
4.3125,1001.959
4.31944,1001.154
4.32639,993.663
4.33333,991.055
4.34028,986.086
4.34722,983.003
4.35417,987.944
4.36111,982.645
4.36806,978.488
4.375,975.307
4.38194,974.88
4.38889,972.748
4.39583,967.736
4.40278,962.233
4.40972,960.951
4.41667,971.052
4.42361,964.941
4.43056,962.534
4.4375,957.221
4.44444,951.628
4.45139,951.475
4.45833,948.349
4.46528,941.609
4.47222,935.775
4.47917,940.788
4.48611,939.36
4.49306,931.469
4.5,928.096
4.50694,935.948
4.51389,929.236
4.52083,929.899
4.52778,933.154
4.53472,929.263
4.54167,919.367
4.54861,920.853
4.55556,908.337
4.5625,913.444
4.56944,910.512
4.57639,911.06
4.58333,905.268
4.59028,909.789
4.59722,901.596
4.60417,903.996
4.61111,901.53
4.61806,897.153
4.625,891.621
4.63194,899.346
4.63889,890.39
4.64583,893.919
4.65278,894.304
4.65972,891.456
4.66667,898.482
4.67361,895.529
4.68056,891.686
4.6875,891.438
4.69444,890.285
4.70139,883.952
4.70833,887.443
4.71528,886.169
4.72222,883.998
4.72917,878.518
4.73611,886.08
4.74306,882.987
4.75,880.976
4.75694,885.677
4.76389,880.765
4.77083,885.683
4.77778,877.081
4.78472,883.361
4.79167,877.557
4.79861,877.553
4.80556,882.465
4.8125,881.142
4.81944,874.269
4.82639,873.462
4.83333,865.857
4.84028,876.779
4.84722,873.639
4.85417,876.973
4.86111,877.124
4.86806,875.137
4.875,879.939
4.88194,882.036
4.88889,875.281
4.89583,880.863
4.90278,879.944
4.90972,871.748
4.91667,881.817
4.92361,882.454
4.93056,884.584
4.9375,882.119
4.94444,879.022
4.95139,875.89
4.95833,882.805
4.96528,876.109
4.97222,879.271
4.97917,879.67
4.98611,875.934
4.99306,879.426
5,876.836
5.00694,881.068
5.01389,876.541
5.02083,877.453
5.02778,873.29
5.03472,877.342
5.04167,872.944
5.04861,871.408
5.05556,873.179
5.0625,875.545
5.06944,872.573
5.07639,874.159
5.08333,868.9
5.09028,872.227
5.09722,868.763
5.10417,865.991
5.11111,867.341
5.11806,871.19
5.125,864.046
5.13194,861.81
5.13889,859.787
