,,,,,,,,,
Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec
3.98611,1109.239,3.98611,469.791,3.98611,259.888,3.98611,1198.381,3.98611,974.526
3.99306,1103.864,3.99306,467.35,3.99306,256.74,3.99306,1194.005,3.99306,973.683
4,1108.243,4,479.37,4,253.331,4,1194.659,4,979.59
4.00694,1108.242,4.00694,474.068,4.00694,257.101,4.00694,1201.835,4.00694,974.088
4.01389,1105.044,4.01389,474.727,4.01389,259.578,4.01389,1206.335,4.01389,974.223
4.02083,1110.031,4.02083,478.549,4.02083,255.293,4.02083,1198.826,4.02083,969.089
4.02778,1101.23,4.02778,478.246,4.02778,253.839,4.02778,1197.1,4.02778,973.771
4.03472,1098.62,4.03472,472.952,4.03472,253.86,4.03472,1187.738,4.03472,965.187
4.04167,1103.719,4.04167,477.538,4.04167,254.148,4.04167,1188.586,4.04167,963.761
4.04861,1097.917,4.04861,480.165,4.04861,256.113,4.04861,1187.862,4.04861,964.161
4.05556,1087.414,4.05556,474.005,4.05556,254.047,4.05556,1186.18,4.05556,959.165
4.0625,1098.249,4.0625,479.083,4.0625,255.509,4.0625,1190.147,4.0625,950.797
4.06944,1090.744,4.06944,480.165,4.06944,255.394,4.06944,1183.203,4.06944,955.306
4.07639,1089.203,4.07639,485.746,4.07639,256.647,4.07639,1187.72,4.07639,953.448
4.08333,1085.441,4.08333,481.507,4.08333,252.233,4.08333,1179.986,4.08333,942.153
4.09028,1092.196,4.09028,484.318,4.09028,252.78,4.09028,1171.726,4.09028,946.459
4.09722,1073.935,4.09722,485.409,4.09722,251.174,4.09722,1177.362,4.09722,944.344
4.10417,1083.972,4.10417,484.022,4.10417,257.187,4.10417,1175.455,4.10417,945.797
4.11111,1074.108,4.11111,484.022,4.11111,246.853,4.11111,1168.978,4.11111,938.451
4.11806,1068.692,4.11806,488.934,4.11806,251.52,4.11806,1161.148,4.11806,933.67
4.125,1074.111,4.125,487.161,4.125,254.039,4.125,1161.305,4.125,937.604
4.13194,1071.844,4.13194,486.873,4.13194,254.537,4.13194,1157.911,4.13194,929.637
4.13889,1081.579,4.13889,492.888,4.13889,249.755,4.13889,1152.654,4.13889,928.728
4.14583,1071.731,4.14583,486.424,4.14583,249.057,4.14583,1148.205,4.14583,925.232
4.15278,1068.319,4.15278,485.416,4.15278,252.564,4.15278,1154.064,4.15278,916.907
4.15972,1060.799,4.15972,488.719,4.15972,248.38,4.15972,1143.667,4.15972,931.584
4.16667,1058.177,4.16667,494.973,4.16667,250.54,4.16667,1142.079,4.16667,912.987
4.17361,1062.597,4.17361,491.737,4.17361,254.422,4.17361,1142.715,4.17361,918.112
4.18056,1058.335,4.18056,493.854,4.18056,252.758,4.18056,1131.889,4.18056,916.028
4.1875,1056.45,4.1875,496.668,4.1875,248.284,4.1875,1138.128,4.1875,918.518
4.19444,1051.002,4.19444,492.001,4.19444,250.85,4.19444,1128.875,4.19444,909.363
4.20139,1047.295,4.20139,492.787,4.20139,249.928,4.20139,1126.554,4.20139,906.836
4.20833,1042.065,4.20833,487.681,4.20833,251.297,4.20833,1118.303,4.20833,903.625
4.21528,1032.539,4.21528,487.91,4.21528,247.969,4.21528,1119.482,4.21528,905.957
4.22222,1027.151,4.22222,492.831,4.22222,247.789,4.22222,1116.947,4.22222,895.114
4.22917,1031.814,4.22917,489.54,4.22917,249.906,4.22917,1109.411,4.22917,885.404
4.23611,1032.082,4.23611,488.503,4.23611,247.681,4.23611,1104.44,4.23611,882.202
4.24306,1021.549,4.24306,492.023,4.24306,250.432,4.24306,1107.729,4.24306,884.969
4.25,1019.045,4.25,485.056,4.25,248.286,4.25,1105.259,4.25,880.059
4.25694,1020.327,4.25694,488.127,4.25694,248.745,4.25694,1098.462,4.25694,882.323
4.26389,1021.015,4.26389,490.551,4.26389,248.452,4.26389,1094.977,4.26389,874.442
4.27083,1012.883,4.27083,490.377,4.27083,249.74,4.27083,1090.34,4.27083,872.168
4.27778,1014.937,4.27778,486.324,4.27778,250.137,4.27778,1089.7,4.27778,865.166
4.28472,1012.032,4.28472,490.479,4.28472,248.615,4.28472,1085.389,4.28472,861.074
4.29167,1007.432,4.29167,488.371,4.29167,247.659,4.29167,1089.321,4.29167,862.855
4.29861,997.869,4.29861,495.753,4.29861,251.458,4.29861,1079.211,4.29861,856.709
4.30556,993.058,4.30556,483.055,4.30556,247.364,4.30556,1075.872,4.30556,856.071
4.3125,1001.959,4.3125,487.764,4.3125,246.385,4.3125,1077.42,4.3125,851.248
4.31944,1001.154,4.31944,491.778,4.31944,245.196,4.31944,1064.263,4.31944,855.39
4.32639,993.663,4.32639,489.121,4.32639,251.761,4.32639,1067.945,4.32639,852.519
4.33333,991.055,4.33333,489.193,4.33333,247.199,4.33333,1060.72,4.33333,842.014
4.34028,986.086,4.34028,492.17,4.34028,250.288,4.34028,1063.031,4.34028,839.484
4.34722,983.003,4.34722,492.473,4.34722,242.085,4.34722,1054.363,4.34722,839.101
4.35417,987.944,4.35417,487.421,4.35417,245.866,4.35417,1055.698,4.35417,833.074
4.36111,982.645,4.36111,485.956,4.36111,249.394,4.36111,1049.89,4.36111,842.916
4.36806,978.488,4.36806,490.865,4.36806,245.9,4.36806,1059.047,4.36806,828.278
4.375,975.307,4.375,485.215,4.375,244.252,4.375,1041.37,4.375,834.338
4.38194,974.88,4.38194,486.435,4.38194,247.047,4.38194,1045.074,4.38194,827.424
4.38889,972.748,4.38889,483.777,4.38889,246.147,4.38889,1046.257,4.38889,825.388
4.39583,967.736,4.39583,487.939,4.39583,244.037,4.39583,1040.727,4.39583,820.747
4.40278,962.233,4.40278,481.492,4.40278,243.886,4.40278,1038.257,4.40278,818.776
4.40972,960.951,4.40972,480.222,4.40972,249.748,4.40972,1037.781,4.40972,817.494
4.41667,971.052,4.41667,481.638,4.41667,242.241,4.41667,1034.036,4.41667,815.573
4.42361,964.941,4.42361,481.812,4.42361,245.283,4.42361,1024.602,4.42361,812.362
4.43056,962.534,4.43056,479.773,4.43056,244.33,4.43056,1027.754,4.43056,812.805
4.4375,957.221,4.4375,482.722,4.4375,242.114,4.4375,1024.891,4.4375,809.503
4.44444,951.628,4.44444,478.897,4.44444,243.605,4.44444,1026.171,4.44444,805.784
4.45139,951.475,4.45139,480.324,4.45139,244.023,4.45139,1025.49,4.45139,804.972
4.45833,948.349,4.45833,482.678,4.45833,239.658,4.45833,1016.932,4.45833,809.268
4.46528,941.609,4.46528,476.673,4.46528,243.605,4.46528,1016.936,4.46528,798.058
4.47222,935.775,4.47222,477.799,4.47222,245.909,4.47222,1016.287,4.47222,795.255
4.47917,940.788,4.47917,473,4.47917,241.848,4.47917,1013.551,4.47917,800.518
4.48611,939.36,4.48611,476.756,4.48611,237.087,4.48611,1012.785,4.48611,799.844
4.49306,931.469,4.49306,472.36,4.49306,239.404,4.49306,1007.112,4.49306,793.746
4.5,928.096,4.5,474.517,4.5,238.282,4.5,1005.201,4.5,792.775
4.50694,935.948,4.50694,471.392,4.50694,236.821,4.50694,1002.929,4.50694,796.848
4.51389,929.236,4.51389,470.717,4.51389,237.627,4.51389,993.109,4.51389,790.29
4.52083,929.899,4.52083,464.412,4.52083,238.52,4.52083,990.667,4.52083,788.235
4.52778,933.154,4.52778,467.337,4.52778,238.535,4.52778,998.459,4.52778,785.57
4.53472,929.263,4.53472,464.23,4.53472,234.941,4.53472,991.549,4.53472,782.379
4.54167,919.367,4.54167,468.65,4.54167,237.663,4.54167,987.243,4.54167,782.091
4.54861,920.853,4.54861,460.109,4.54861,233.566,4.54861,989.243,4.54861,782.833
4.55556,908.337,4.55556,464.224,4.55556,232.226,4.55556,983.28,4.55556,778.195
4.5625,913.444,4.5625,465.329,4.5625,231.17,4.5625,987.186,4.5625,774.648
4.56944,910.512,4.56944,457.272,4.56944,231.881,4.56944,977.828,4.56944,775.899
4.57639,911.06,4.57639,461.355,4.57639,234.91,4.57639,977.635,4.57639,774.91
4.58333,905.268,4.58333,459.486,4.58333,233.028,4.58333,975.76,4.58333,779.722
4.59028,909.789,4.59028,456.796,4.59028,233.371,4.59028,970.183,4.59028,770.461
4.59722,901.596,4.59722,450.692,4.59722,233.191,4.59722,977.77,4.59722,771.187
4.60417,903.996,4.60417,450.346,4.60417,230.281,4.60417,965.176,4.60417,772.181
4.61111,901.53,4.61111,453.622,4.61111,227.853,4.61111,974.51,4.61111,761.163
4.61806,897.153,4.61806,452.99,4.61806,234.677,4.61806,965.799,4.61806,763.33
4.625,891.621,4.625,450.968,4.625,226.165,4.625,965.602,4.625,762.322
4.63194,899.346,4.63194,450.016,4.63194,227.566,4.63194,960.042,4.63194,757.713
4.63889,890.39,4.63889,447.343,4.63889,224.65,4.63889,961.683,4.63889,769.135
4.64583,893.919,4.64583,449.276,4.64583,224.895,4.64583,961.957,4.64583,756.426
4.65278,894.304,4.65278,438.869,4.65278,227.609,4.65278,960.626,4.65278,755.041
4.65972,891.456,4.65972,446.857,4.65972,223.498,4.65972,960.734,4.65972,760.205
4.66667,898.482,4.66667,443.167,4.66667,222.363,4.66667,960.329,4.66667,759.823
4.67361,895.529,4.67361,443.008,4.67361,222.496,4.67361,952.441,4.67361,758.679
4.68056,891.686,4.68056,443.072,4.68056,224.477,4.68056,952.204,4.68056,756.215
4.6875,891.438,4.6875,443.125,4.6875,220.22,4.6875,956.098,4.6875,755.313
4.69444,890.285,4.69444,439.901,4.69444,219.358,4.69444,951.768,4.69444,754.768
4.70139,883.952,4.70139,439.122,4.70139,222.95,4.70139,946.143,4.70139,753.683
4.70833,887.443,4.70833,441.092,4.70833,221.392,4.70833,954.411,4.70833,756.078
4.71528,886.169,4.71528,439.512,4.71528,217.423,4.71528,942.242,4.71528,755.086
4.72222,883.998,4.72222,433.735,4.72222,220.298,4.72222,950.998,4.72222,750.083
4.72917,878.518,4.72917,439.716,4.72917,220.177,4.72917,949.337,4.72917,751.815
4.73611,886.08,4.73611,437.605,4.73611,217.253,4.73611,951.69,4.73611,758.119
4.74306,882.987,4.74306,432.238,4.74306,220.113,4.74306,947.256,4.74306,752.859
4.75,880.976,4.75,437.159,4.75,214.942,4.75,953.916,4.75,752.593
4.75694,885.677,4.75694,437.619,4.75694,213.882,4.75694,945.218,4.75694,757.934
4.76389,880.765,4.76389,435.671,4.76389,210.829,4.76389,943.92,4.76389,750.547
4.77083,885.683,4.77083,428.184,4.77083,212.967,4.77083,951.041,4.77083,756.13
4.77778,877.081,4.77778,427.209,4.77778,211.975,4.77778,950.997,4.77778,746.104
4.78472,883.361,4.78472,435.83,4.78472,214.049,4.78472,946.448,4.78472,751.584
4.79167,877.557,4.79167,429.546,4.79167,211.543,4.79167,941.447,4.79167,751.239
4.79861,877.553,4.79861,425.447,4.79861,210.123,4.79861,949.308,4.79861,750.576
4.80556,882.465,4.80556,429.509,4.80556,211.491,4.80556,951.41,4.80556,758.448
4.8125,881.142,4.8125,423.876,4.8125,209.473,4.8125,945.222,4.8125,755.891
4.81944,874.269,4.81944,425.71,4.81944,208.227,4.81944,938.199,4.81944,749.762
4.82639,873.462,4.82639,429.46,4.82639,209.489,4.82639,938.216,4.82639,751.174
4.83333,865.857,4.83333,425.53,4.83333,206.335,4.83333,942.934,4.83333,747.27
4.84028,876.779,4.84028,421.918,4.84028,207.971,4.84028,942.374,4.84028,752.207
4.84722,873.639,4.84722,434.673,4.84722,207.251,4.84722,943.635,4.84722,756.302
4.85417,876.973,4.85417,429.552,4.85417,204.887,4.85417,950.425,4.85417,759.43
4.86111,877.124,4.86111,427.253,4.86111,208.561,4.86111,949.056,4.86111,749.222
4.86806,875.137,4.86806,422.673,4.86806,204.37,4.86806,944.183,4.86806,755.135
4.875,879.939,4.875,423.654,4.875,203.361,4.875,947.692,4.875,763.662
4.88194,882.036,4.88194,424.988,4.88194,205.031,4.88194,949.497,4.88194,763.88
4.88889,875.281,4.88889,420.802,4.88889,202.944,4.88889,944.287,4.88889,758.232
4.89583,880.863,4.89583,427.757,4.89583,204.18,4.89583,943.38,4.89583,761.479
4.90278,879.944,4.90278,421.826,4.90278,203.036,4.90278,948.961,4.90278,752.881
4.90972,871.748,4.90972,427.236,4.90972,206.306,4.90972,940.84,4.90972,755.545
4.91667,881.817,4.91667,425.61,4.91667,201.221,4.91667,944.694,4.91667,753.479
4.92361,882.454,4.92361,427.63,4.92361,201.806,4.92361,938.875,4.92361,753.255
4.93056,884.584,4.93056,423.028,4.93056,200.697,4.93056,941.997,4.93056,757.718
4.9375,882.119,4.9375,424.065,4.9375,201.207,4.9375,940.192,4.9375,753.392
4.94444,879.022,4.94444,421.49,4.94444,199.392,4.94444,947.371,4.94444,760.831
4.95139,875.89,4.95139,419.778,4.95139,198.951,4.95139,943.537,4.95139,751.232
4.95833,882.805,5.37569,420.942,5.37361,197.107,5.37569,938.802,5.375,750.475
4.96528,876.109,5.38264,424.19,5.38056,197.266,5.38264,947.989,5.38194,756.878
4.97222,879.271,5.38958,419.982,5.3875,197.989,5.38958,943.183,5.38889,753.99
4.97917,879.67,5.39653,418.41,5.39444,196.954,5.39653,948.804,5.39583,751.325
4.98611,875.934,5.40347,423.069,5.40139,200.545,5.40347,950.102,5.40278,757.159
4.99306,879.426,5.41042,424.993,5.40833,198.168,5.41042,945.16,5.40972,762.294
5,876.836,5.41736,422.745,5.41528,196.751,5.41736,951.094,5.41667,751.901
5.00694,881.068,5.42431,421.324,5.42222,197.937,5.42431,939.067,5.42361,752.693
5.01389,876.541,5.43125,421.598,5.42917,195.48,5.43125,948.299,5.43056,756.395
5.02083,877.453,5.43819,420.979,5.43611,196.204,5.43819,940.25,5.4375,752.665
5.02778,873.29,5.44514,422.265,5.44306,196.944,5.44514,944.555,5.44444,748.402
5.03472,877.342,5.45208,421.064,5.45,192.398,5.45208,936.528,5.45139,759.291
5.04167,872.944,5.45903,420.196,5.45694,191.859,5.45903,944.283,5.45833,749.978
5.04861,871.408,5.46597,417.851,5.46389,190.736,5.46597,934.117,5.46528,755.848
5.05556,873.179,5.47292,416.768,5.47083,191.73,5.47292,935.416,5.47222,754.551
5.0625,875.545,5.47986,418.612,5.47778,190.52,5.47986,935.749,5.47917,750.835
5.06944,872.573,5.48681,416.992,5.48472,192.718,5.48681,936.942,5.48611,746.048
5.07639,874.159,5.49375,418.908,5.49167,190.324,5.49375,933.023,5.49306,755.252
5.08333,868.9,5.50069,417.018,5.49861,194.734,5.50069,936.003,5.5,748.646
5.09028,872.227,5.50764,419.086,5.50556,192.026,5.50764,937.289,5.50694,742.847
5.09722,868.763,5.51458,418.925,5.5125,189.646,5.51458,929.269,5.51389,745.544
5.10417,865.991,5.52153,418.636,5.51944,190.989,5.52153,930.41,5.52083,748.855
5.11111,867.341,5.52847,412.872,5.52639,193.645,5.52847,931.422,5.52778,739.572
5.11806,871.19,5.53542,417.14,5.53333,191.378,5.53542,932.806,5.53472,744.281
5.125,864.046,5.54236,417.446,5.54028,191.234,5.54236,928.668,5.54167,740.983
5.13194,861.81,5.54931,416.181,5.54722,189.598,5.54931,920.408,5.54861,738.953
5.13889,859.787,,,,,,,,
