,,,,,,,,,
Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec
1.94444,1489.874,1.94444,1006.564,1.94444,798.096,1.94444,1639.599,1.94444,1528.087
1.95139,1478.724,1.95139,1011.064,1.95139,795.228,1.95139,1634.835,1.95139,1513.124
1.95833,1479.616,1.95833,1016.408,1.95833,798.476,1.95833,1632.532,1.95833,1491.242
1.96528,1474.376,1.96528,1017.671,1.96528,798.174,1.96528,1617.668,1.96528,1485.493
1.97222,1462.155,1.97222,1014.036,1.97222,797.399,1.97222,1601.8,1.97222,1475.467
1.97917,1448.751,1.97917,1009.435,1.97917,795.379,1.97917,1602.242,1.97917,1469.897
1.98611,1440.63,1.98611,1023.11,1.98611,791.961,1.98611,1578.722,1.98611,1453.031
1.99306,1430.792,1.99306,1019.474,1.99306,791.338,1.99306,1574.998,1.99306,1439.072
2,1412.381,2,1017.759,2,781.321,2,1563.982,2,1428.08
2.00694,1411.344,2.00694,1020.773,2.00694,782.459,2.00694,1545.629,2.00694,1421.573
2.01389,1403.296,2.01389,1020.485,2.01389,782.508,2.01389,1548.399,2.01389,1411.361
2.02083,1388.814,2.02083,1018.968,2.02083,773.436,2.02083,1534.432,2.02083,1396.01
2.02778,1375.508,2.02778,1017.872,2.02778,772.679,2.02778,1520.646,2.02778,1382.609
2.03472,1366.808,2.03472,1022.259,2.03472,776.222,2.03472,1513.95,2.03472,1374.532
2.04167,1369.285,2.04167,1020.326,2.04167,761.084,2.04167,1507.314,2.04167,1351.942
2.04861,1355.735,2.04861,1013.754,2.04861,762.488,2.04861,1487.561,2.04861,1345.778
2.05556,1338.792,2.05556,1009.622,2.05556,753.536,2.05556,1476.277,2.05556,1336.646
2.0625,1329.343,2.0625,1014.833,2.0625,753.45,2.0625,1463.459,2.0625,1315.098
2.06944,1323.845,2.06944,1003.837,2.06944,749.193,2.06944,1448.298,2.06944,1316.272
2.07639,1308.527,2.07639,1004.89,2.07639,753.706,2.07639,1439.686,2.07639,1299.7
2.08333,1301.359,2.08333,1006.389,2.08333,739.469,2.08333,1436.211,2.08333,1285.865
2.09028,1290.192,2.09028,998.615,2.09028,742.518,2.09028,1421.797,2.09028,1279.946
2.09722,1275.811,2.09722,990.985,2.09722,732.212,2.09722,1401.416,2.09722,1252.441
2.10417,1273.319,2.10417,1000.26,2.10417,725.831,2.10417,1393.454,2.10417,1248.07
2.11111,1259.871,2.11111,987.132,2.11111,721.05,2.11111,1386.555,2.11111,1236.762
2.11806,1250.936,2.11806,988.211,2.11806,711.687,2.11806,1372.042,2.11806,1224.721
2.125,1231.996,2.125,986.626,2.125,712.335,2.125,1368.616,2.125,1202.59
2.13194,1228.236,2.13194,974.176,2.13194,706.631,2.13194,1361.244,2.13194,1197.332
2.13889,1228.364,2.13889,984.914,2.13889,696.037,2.13889,1339.213,2.13889,1197.92
2.14583,1211.952,2.14583,965.508,2.14583,700.314,2.14583,1325.591,2.14583,1183.85
2.15278,1206.833,2.15278,961.382,2.15278,694.965,2.15278,1313.084,2.15278,1167.041
2.15972,1193.722,2.15972,956.068,2.15972,688.593,2.15972,1309.838,2.15972,1163.816
2.16667,1182.563,2.16667,951.029,2.16667,685.084,2.16667,1292.139,2.16667,1148.121
2.17361,1175.093,2.17361,940.263,2.17361,677.369,2.17361,1287.724,2.17361,1139.631
2.18056,1166.458,2.18056,940.317,2.18056,664.579,2.18056,1272.819,2.18056,1135.511
2.1875,1156.983,2.1875,934.076,2.1875,660.901,2.1875,1270.664,2.1875,1117.737
2.19444,1150.03,2.19444,928.594,2.19444,664.42,2.19444,1254.205,2.19444,1108.216
2.20139,1142.756,2.20139,915.277,2.20139,651.197,2.20139,1258.338,2.20139,1102.149
2.20833,1122,2.20833,907.966,2.20833,643.289,2.20833,1246.603,2.20833,1093.222
2.21528,1115.746,2.21528,903.154,2.21528,645.662,2.21528,1236.28,2.21528,1081.725
2.22222,1112.912,2.22222,892.233,2.22222,630.124,2.22222,1220.57,2.22222,1082.908
2.22917,1107.036,2.22917,887.154,2.22917,628.267,2.22917,1217.055,2.22917,1057.615
2.23611,1098.672,2.23611,878.143,2.23611,616.469,2.23611,1207.781,2.23611,1061.346
2.24306,1097.061,2.24306,873.729,2.24306,617.615,2.24306,1198.065,2.24306,1045.646
2.25,1082.936,2.25,859.669,2.25,608.573,2.25,1192.814,2.25,1041.944
2.25694,1079.653,2.25694,859.972,2.25694,606.689,2.25694,1187.267,2.25694,1040.908
2.26389,1076.596,2.26389,857.18,2.26389,596.494,2.26389,1183.719,2.26389,1034.498
2.27083,1073.097,2.27083,845.845,2.27083,592.801,2.27083,1173.759,2.27083,1029.874
2.27778,1070.752,2.27778,834.142,2.27778,590.269,2.27778,1183.468,2.27778,1022.643
2.28472,1071.774,2.28472,828.792,2.28472,588.31,2.28472,1172.768,2.28472,1023.795
2.29167,1067.41,2.29167,831.01,2.29167,580.964,2.29167,1174.523,2.29167,1012.546
2.29861,1066.99,2.29861,818.96,2.29861,579.031,2.29861,1166.758,2.29861,1020.223
2.30556,1068.497,2.30556,817.681,2.30556,572.509,2.30556,1174.673,2.30556,1016.32
2.3125,1066.197,2.3125,805.802,2.3125,568.912,2.3125,1169.499,2.3125,1011.566
2.31944,1070.737,2.31944,804.403,2.31944,564.039,2.31944,1165.82,2.31944,1015.152
2.32639,1075.375,2.32639,800,2.32639,563.06,2.32639,1169.864,2.32639,1017.169
2.33333,1065.062,2.33333,794.539,2.33333,559.128,2.33333,1170.162,2.33333,1024.861
2.34028,1068.649,2.34028,783.381,2.34028,551.119,2.34028,1165.176,2.34028,1012.934
2.34722,1078.285,2.34722,778.65,2.34722,553.021,2.34722,1168.09,2.34722,1016.29
2.35417,1073.745,2.35417,774.701,2.35417,548.251,2.35417,1176.013,2.35417,1011.104
2.36111,1076.585,2.36111,769.846,2.36111,535.102,2.36111,1171.703,2.36111,1016.953
2.36806,1073.501,2.36806,759.413,2.36806,541.352,2.36806,1173.754,2.36806,1025.164
2.375,1083.398,2.375,755.511,2.375,533.149,2.375,1180.261,2.375,1031.545
2.38194,1085.252,2.38194,752.193,2.38194,528.185,2.38194,1189.155,2.38194,1025.377
2.38889,1084.649,2.38889,735.827,2.38889,525.523,2.38889,1185.944,2.38889,1024.718
2.39583,1086.682,2.39583,733.034,2.39583,526.604,2.39583,1191.269,2.39583,1032.826
2.40278,1095.567,2.40278,727.725,2.40278,518.004,2.40278,1195.813,2.40278,1026.849
2.40972,1095.374,2.40972,719.825,2.40972,510.82,2.40972,1188.802,2.40972,1036.571
2.41667,1097.816,2.41667,715.19,2.41667,504.12,2.41667,1205.453,2.41667,1045.356
2.42361,1098.536,2.42361,708.901,2.42361,498.849,2.42361,1200.923,2.42361,1046.281
2.43056,1100.118,2.43056,702.637,2.43056,496.332,2.43056,1217.064,2.43056,1048.355
2.4375,1123.551,2.4375,691.968,2.4375,494.507,2.4375,1210.555,2.4375,1048.367
2.44444,1113.919,2.44444,684.417,2.44444,482.83,2.44444,1215.065,2.44444,1055.872
2.45139,1120.157,2.45139,681.764,2.45139,481.649,2.45139,1219.535,2.45139,1053.725
2.45833,1120.081,2.45833,674.322,2.45833,473.123,2.45833,1227.582,2.45833,1064.815
2.46528,1133.193,2.46528,667.743,2.46528,472.368,2.46528,1230.512,2.46528,1067.379
2.47222,1127.792,2.47222,660.577,2.47222,464.524,2.47222,1232.574,2.47222,1074.94
2.47917,1134.901,2.47917,656.818,2.47917,462.528,2.47917,1236.363,2.47917,1070.073
2.48611,1138.316,2.48611,641.419,2.48611,461.428,2.48611,1247.819,2.48611,1081.326
2.49306,1152.561,2.49306,641.961,2.49306,456.055,2.49306,1252.07,2.49306,1088.154
2.5,1145.748,2.5,636.895,2.5,455.263,2.5,1258.137,2.5,1094.982
2.50694,1161.107,2.50694,631.199,2.50694,451.286,2.50694,1265.76,2.50694,1096.434
2.51389,1165.759,2.51389,627.027,2.51389,438.683,2.51389,1265.855,2.51389,1107.219
2.52083,1160.463,2.52083,619.068,2.52083,434.129,2.52083,1276.276,2.52083,1106.113
2.52778,1167.949,2.52778,610.34,2.52778,433.284,2.52778,1276.81,2.52778,1111.071
2.53472,1171.579,2.53472,613.705,2.53472,432.723,2.53472,1286.223,2.53472,1116.53
2.54167,1180.043,2.54167,602.906,2.54167,430.1,2.54167,1287.596,2.54167,1126.264
2.54861,1197.539,2.54861,594.278,2.54861,429.971,2.54861,1295.516,2.54861,1124.479
2.55556,1200.429,2.55556,594.437,2.55556,423.516,2.55556,1295.632,2.55556,1143.472
2.5625,1202.979,2.5625,590.75,2.5625,420.001,2.5625,1315.571,2.5625,1148.407
2.56944,1210.209,2.56944,581.376,2.56944,415.694,2.56944,1326.197,2.56944,1150.616
2.57639,1216.417,2.57639,582.155,2.57639,417.913,2.57639,1333.05,2.57639,1159.806
2.58333,1226.126,2.58333,577.91,2.58333,409.717,2.58333,1336.161,2.58333,1159.436
2.59028,1237.079,2.59028,580.439,2.59028,410.273,2.59028,1338.517,2.59028,1177.373
2.59722,1242.87,2.59722,573.792,2.59722,411.606,2.59722,1353.296,2.59722,1179.784
2.60417,1247.682,2.60417,570.901,2.60417,412.357,2.60417,1356.409,2.60417,1183.908
2.61111,1256.042,2.61111,565.248,2.61111,407.355,2.61111,1364.094,2.61111,1188.627
2.61806,1264.454,2.61806,567.474,2.61806,408.32,2.61806,1371.328,2.61806,1197.543
2.625,1275.873,2.625,563.723,2.625,405.512,2.625,1390.617,2.625,1206.499
2.63194,1276.784,2.63194,564.075,2.63194,403.84,2.63194,1381.896,2.63194,1212.436
2.63889,1282.292,2.63889,561.611,2.63889,401.821,2.63889,1401.763,2.63889,1226.284
2.64583,1291.424,2.64583,559.808,2.64583,403.886,2.64583,1406.807,2.64583,1224.245
2.65278,1297.488,2.65278,553.404,2.65278,400.732,2.65278,1408.136,2.65278,1232.449
2.65972,1316.553,2.65972,553.09,2.65972,397.33,2.65972,1421.028,2.65972,1239.276
2.66667,1311.578,2.66667,554.316,2.66667,396.275,2.66667,1419.687,2.66667,1247.062
2.67361,1326.228,2.67361,552.486,2.67361,395.091,2.67361,1421.459,2.67361,1254.042
2.68056,1333.117,2.68056,551.06,2.68056,397.891,2.68056,1449.979,2.68056,1257.059
2.6875,1333.506,2.6875,552.395,2.6875,397.906,2.6875,1447.663,2.6875,1261.868
2.69444,1357.569,2.69444,551.114,2.69444,391.61,2.69444,1461.932,2.69444,1266.572
2.70139,1355.745,2.70139,549.019,2.70139,398.332,2.70139,1459.259,2.70139,1281.935
2.70833,1349.235,2.70833,547.276,2.70833,386.397,2.70833,1466.761,2.70833,1279.535
2.71528,1358.931,2.71528,549.076,2.71528,388.919,2.71528,1477.362,2.71528,1291.194
2.72222,1366.577,2.72222,546.22,2.72222,391.309,2.72222,1481.737,2.72222,1288.299
2.72917,1369.375,2.72917,547.103,2.72917,387.322,2.72917,1482.731,2.72917,1294.587
2.73611,1376.732,2.73611,543.222,2.73611,385,2.73611,1491.964,2.73611,1299.634
2.74306,1381.676,2.74306,542.96,2.74306,385.363,2.74306,1491.849,2.74306,1309.702
2.75,1391.525,2.75,543.998,2.75,390.3,2.75,1497.173,2.75,1305.491
2.75694,1388.354,2.75694,547.086,2.75694,385.483,2.75694,1505.496,2.75694,1309.53
2.76389,1387.621,2.76389,552.262,2.76389,389.796,2.76389,1515.492,2.76389,1322.664
2.77083,1402.144,2.77083,548.139,2.77083,386.298,2.77083,1521.942,2.77083,1319.918
2.77778,1399.421,2.77778,544.899,2.77778,388.676,2.77778,1531.984,2.77778,1316.908
2.78472,1409.918,2.78472,540.247,2.78472,387.881,2.78472,1523.023,2.78472,1329.939
2.79167,1411.793,2.79167,540.742,2.79167,387.437,2.79167,1532.507,2.79167,1326.175
2.79861,1411.042,2.79861,547.288,2.79861,383.675,2.79861,1534.138,2.79861,1331.576
2.80556,1416.991,2.80556,547.355,2.80556,386.584,2.80556,1536.39,2.80556,1334.073
2.8125,1419.831,2.8125,544.74,2.8125,381.1,2.8125,1538.387,2.8125,1334.14
2.81944,1422.651,2.81944,546.033,2.81944,381.384,2.81944,1542.21,2.81944,1331.912
2.82639,1431.567,2.82639,548.803,2.82639,381.586,2.82639,1553.419,2.82639,1328.758
2.83333,1425.549,2.83333,549.582,2.83333,385.867,2.83333,1554.155,2.83333,1340.334
2.84028,1434.839,2.84028,551.991,2.84028,384.859,2.84028,1546.87,2.84028,1338.216
2.84722,1437.484,2.84722,549.668,2.84722,386.94,2.84722,1559.146,2.84722,1340.055
2.85417,1439.303,2.85417,552.871,2.85417,385.703,2.85417,1558.54,2.85417,1332.287
2.86111,1436.625,2.86111,551.529,2.86111,386.299,2.86111,1564.195,2.86111,1341.13
2.86806,1434.103,2.86806,559.236,2.86806,389.681,2.86806,1561.472,2.86806,1339.484
2.875,1449.486,2.875,559.649,2.875,389.479,2.875,1570.7,2.875,1335.153
2.88194,1452.328,2.88194,563.762,2.88194,387.838,2.88194,1555.554,2.88194,1340.252
2.88889,1454.01,2.88889,567.334,2.88889,388.287,2.88889,1563.708,2.88889,1345.082
2.89583,1455.327,2.89583,562.45,2.89583,386.507,2.89583,1563.878,2.89583,1342.741
2.90278,1444.603,2.90278,558.468,2.90278,386.527,2.90278,1568.003,2.90278,1336.089
2.90972,1445.309,2.90972,565.679,2.90972,394.117,2.90972,1562.909,2.90972,1338.893
2.91667,1446.778,2.91667,566.213,2.91667,390.92,2.91667,1566.256,2.91667,1332.488
2.92361,1446.664,2.92361,569.704,2.92361,390.909,2.92361,1560.587,2.92361,1333.175
2.93056,1449.703,2.93056,567.474,2.93056,390.693,2.93056,1566.55,2.93056,1329.665
2.9375,1442.284,2.9375,572.148,2.9375,390.833,2.9375,1564.531,2.9375,1328.033
2.94444,1440.053,2.94444,573.875,2.94444,387.005,2.94444,1578.924,2.94444,1327.519
2.95139,1437.055,2.95139,577.37,2.95139,391.482,2.95139,1563.449,2.95139,1325.887
2.95833,1441.348,2.95833,574.863,2.95833,395.27,2.95833,1563.002,2.95833,1327.044
2.96528,1447.754,2.96528,576.397,2.96528,390.46,2.96528,1553.619,2.96528,1310.696
2.97222,1433.096,2.97222,576.75,2.97222,397.347,2.97222,1555.745,2.97222,1313.571
2.97917,1435.471,2.97917,581.756,2.97917,389.58,2.97917,1555.052,2.97917,1311.373
2.98611,1436.783,2.98611,580.568,2.98611,391.225,2.98611,1548.687,2.98611,1303.581
2.99306,1432.444,2.99306,581.035,2.99306,392.904,2.99306,1539.976,2.99306,1303.883
3,1423.256,3,579.108,3,392,3,1531.161,3,1309.616
3.00694,1427.306,3.00694,579.849,3.00694,397.837,3.00694,1535.713,3.00694,1290.805
3.01389,1423.535,3.01389,583.552,3.01389,391.181,3.01389,1547.82,3.01389,1290.93
3.02083,1416.48,3.02083,585.579,3.02083,392.687,3.02083,1536.86,3.02083,1281.257
3.02778,1415.752,3.02778,583.442,3.02778,395.63,3.02778,1537.84,3.02778,1273.747
3.03472,1410.639,3.03472,577.467,3.03472,389.335,3.03472,1535.286,3.03472,1284.453
3.04167,1405.352,3.04167,590.592,3.04167,395.313,3.04167,1522.23,3.04167,1271.699
3.04861,1404.503,3.04861,586.808,3.04861,395.716,3.04861,1522.088,3.04861,1270.95
3.05556,1402.659,3.05556,584.886,3.05556,394.247,3.05556,1517.364,3.05556,1260.947
3.0625,1392.723,3.0625,584.242,3.0625,398.96,3.0625,1516.704,3.0625,1260.436
3.06944,1389.327,3.06944,582.211,3.06944,396.399,3.06944,1511.944,3.06944,1244.159
3.07639,1383.736,3.07639,590.557,3.07639,398.153,3.07639,1503.164,3.07639,1246.067
3.08333,1381.863,3.08333,588.469,3.08333,395.028,3.08333,1493.725,3.08333,1236.69
3.09028,1378.633,3.09028,587.205,3.09028,394.953,3.09028,1485.899,3.09028,1231.109
3.09722,1368.283,3.09722,586.083,3.09722,392.457,3.09722,1485.93,3.09722,1234.1
3.10417,1355.458,3.10417,587.915,3.10417,397.07,3.10417,1474.128,3.10417,1219.644
3.11111,1372.31,3.11111,583.468,3.11111,391.525,3.11111,1471.567,3.11111,1216.541
3.11806,1353.614,3.11806,599.625,3.11806,392.663,3.11806,1461.771,3.11806,1207.452
3.125,1352.484,3.125,589.758,3.125,395.773,3.125,1458.583,3.125,1200.766
3.13194,1343.834,3.13194,583.565,3.13194,393.325,3.13194,1448.22,3.13194,1200.429
3.13889,1336.594,3.13889,577.149,3.13889,395.745,3.13889,1455.164,3.13889,1192.671
3.14583,1329.925,3.14583,585.557,3.14583,393.645,3.14583,1438.331,3.14583,1185.951
3.15278,1326.698,3.15278,584.805,3.15278,394.38,3.15278,1428.675,3.15278,1179.313
3.15972,1315.982,3.15972,583.454,3.15972,388.201,3.15972,1434.059,3.15972,1177.365
3.16667,1314.628,3.16667,579.575,3.16667,388.662,3.16667,1413.947,3.16667,1157.226
3.17361,1317.711,3.17361,581.513,3.17361,390.629,3.17361,1410.888,3.17361,1152.478
3.18056,1302.068,3.18056,576.456,3.18056,388.662,3.18056,1409.746,3.18056,1151.389
3.1875,1296.537,3.1875,578.855,3.1875,385.075,3.1875,1392.034,3.1875,1143.894
3.19444,1299.634,3.19444,580.804,3.19444,387.884,3.19444,1390.516,3.19444,1132.504
3.20139,1278.159,3.20139,579.224,3.20139,387.337,3.20139,1383.818,3.20139,1133.038
3.20833,1276.021,3.20833,567.32,3.20833,387.909,3.20833,1370.764,3.20833,1120.474
3.21528,1265.938,3.21528,564.57,3.21528,384.136,3.21528,1364.284,3.21528,1107.769
3.22222,1255.711,3.22222,568.636,3.22222,377.755,3.22222,1352.154,3.22222,1107.813
3.22917,1250.202,3.22917,569.632,3.22917,377.633,3.22917,1346.744,3.22917,1095.927
3.23611,1243.234,3.23611,566.543,3.23611,379.191,3.23611,1341.001,3.23611,1080.904
3.24306,1227.867,3.24306,561.021,3.24306,374.665,3.24306,1331.42,3.24306,1073.528
3.25,1227.869,3.25,558.034,3.25,377.222,3.25,1316.22,3.25,1074.885
3.25694,1211.189,3.25694,553.018,3.25694,375.637,3.25694,1310.017,3.25694,1056.94
3.26389,1209.056,3.26389,549.57,3.26389,371.405,3.26389,1301.157,3.26389,1052.498
3.27083,1207.401,3.27083,551.792,3.27083,372.728,3.27083,1295.415,3.27083,1048.323
3.27778,1203.756,3.27778,542.775,3.27778,365.022,3.27778,1279.218,3.27778,1042.809
3.28472,1188.417,3.28472,538.768,3.28472,372.584,3.28472,1287.509,3.28472,1038.357
3.29167,1182.773,3.29167,543.57,3.29167,365.805,3.29167,1282.323,3.29167,1025.495
3.29861,1185.483,3.29861,533.669,3.29861,370.002,3.29861,1259.672,3.29861,1028.26
3.30556,1176.821,3.30556,540.22,3.30556,370.337,3.30556,1263.38,3.30556,1017.025
3.3125,1169.552,3.3125,537.881,3.3125,362.972,3.3125,1262.673,3.3125,1020.222
3.31944,1167.137,3.31944,533.207,3.31944,366.019,3.31944,1250.873,3.31944,1016.392
3.32639,1160.641,3.32639,529.99,3.32639,369.102,3.32639,1252.189,3.32639,1008.066
3.33333,1163.781,3.33333,534.671,3.33333,364.853,3.33333,1255.598,3.33333,1006.323
3.34028,1158.841,3.34028,529.501,3.34028,363.758,3.34028,1241.671,3.34028,999.15
3.34722,1151.766,3.34722,532.734,3.34722,361.926,3.34722,1249.38,3.34722,1000.692
3.35417,1154.539,3.35417,528.029,3.35417,368.695,3.35417,1241.258,3.35417,997.422
3.36111,1150.156,3.36111,529.733,3.36111,368.454,3.36111,1241.084,3.36111,1000.605
3.36806,1147.437,3.36806,523.732,3.36806,358.54,3.36806,1239.065,3.36806,990.609
3.375,1152.897,3.375,523.412,3.375,363.697,3.375,1238.452,3.375,989.428
3.38194,1150.3,3.38194,524.641,3.38194,363.384,3.38194,1240.089,3.38194,987.757
3.38889,1147.001,3.38889,523.891,3.38889,356.628,3.38889,1234.217,3.38889,986.835
3.39583,1140.203,3.39583,522.116,3.39583,359.351,3.39583,1230.495,3.39583,981.65
3.40278,1135.968,3.40278,521.278,3.40278,356.312,3.40278,1225.152,3.40278,981.938
3.40972,1143.207,3.40972,520.297,3.40972,352.443,3.40972,1223.455,3.40972,987.296
3.41667,1138.358,3.41667,517.644,3.41667,357.305,3.41667,1233.121,3.41667,973.051
3.42361,1131.214,3.42361,513.128,3.42361,356.15,3.42361,1221.695,3.42361,979.112
3.43056,1131.694,3.43056,513.027,3.43056,355.933,3.43056,1224.999,3.43056,981.421
3.4375,1124.114,3.4375,512.998,3.4375,349.283,3.4375,1220.959,3.4375,971.811
3.44444,1132.4,3.44444,502.319,3.44444,347.766,3.44444,1213.577,3.44444,961.844
3.45139,1122.703,3.45139,503.231,3.45139,352.077,3.45139,1203.635,3.45139,977.169
3.45833,1123.635,3.45833,500.476,3.45833,348.074,3.45833,1214.549,3.45833,965.648
3.46528,1117.449,3.46528,504.934,3.46528,344.165,3.46528,1204.195,3.46528,966.374
3.47222,1117.046,3.47222,501.673,3.47222,341.327,3.47222,1203.214,3.47222,961.499
3.47917,1114.597,3.47917,496.668,3.47917,342.091,3.47917,1199.475,3.47917,969.825
3.48611,1117.233,3.48611,494.648,3.48611,338.115,3.48611,1200.329,3.48611,966.455
3.49306,1113.934,3.49306,491.113,3.49306,333.348,3.49306,1207.47,3.49306,952.987
3.5,1116.138,3.5,487.764,3.5,337.294,3.5,1189.217,3.5,965.821
3.50694,1110.172,3.50694,485.048,3.50694,335.614,3.50694,1204.551,3.50694,955.046
3.51389,1106.261,3.51389,487.261,3.51389,333.823,3.51389,1202.406,3.51389,949.875
3.52083,1106.07,3.52083,483.381,3.52083,328.306,3.52083,1193.22,3.52083,947.5
3.52778,1105.278,3.52778,484.175,3.52778,330.064,3.52778,1190.205,3.52778,953.491
3.53472,1100.997,3.53472,477.626,3.53472,322.392,3.53472,1186.304,3.53472,958.661
3.54167,1099.357,3.54167,472.768,3.54167,322.909,3.54167,1186.695,3.54167,957.361
3.54861,1091.914,3.54861,476.254,3.54861,322.924,3.54861,1191.249,3.54861,943.452
3.55556,1096.805,3.55556,478.102,3.55556,320.62,3.55556,1192.96,3.55556,951.704
3.5625,1098.568,3.5625,474.609,3.5625,320.768,3.5625,1190.288,3.5625,958.446
3.56944,1098.679,3.56944,468.365,3.56944,319.736,3.56944,1191.151,3.56944,955.009
3.57639,1098.208,3.57639,467.514,3.57639,315.974,3.57639,1185.554,3.57639,954.843
3.58333,1092.873,3.58333,467.347,3.58333,314.628,3.58333,1184.283,3.58333,951.115
3.59028,1096.849,3.59028,462.159,3.59028,312.986,3.59028,1191.269,3.59028,954.875
3.59722,1097.848,3.59722,465.377,3.59722,313.942,3.59722,1187.7,3.59722,954.19
3.60417,1096.573,3.60417,464.058,3.60417,311.959,3.60417,1190.402,3.60417,956.512
3.61111,1088.538,3.61111,465.249,3.61111,308.046,3.61111,1187.819,3.61111,948.606
3.61806,1098.823,3.61806,458.191,3.61806,305.975,3.61806,1189.754,3.61806,959.663
3.625,1097.888,3.625,460.186,3.625,304.699,3.625,1194.808,3.625,964.481
3.63194,1099.225,3.63194,456.507,3.63194,301.636,3.63194,1192.45,3.63194,959.466
3.63889,1100.579,3.63889,452.889,3.63889,303.494,3.63889,1192.242,3.63889,960.591
3.64583,1094.371,3.64583,456.689,3.64583,304.214,3.64583,1191.578,3.64583,959.108
3.65278,1104.626,3.65278,462.989,3.65278,303.97,3.65278,1193.233,3.65278,963.788
3.65972,1094.731,3.65972,455.656,3.65972,301.219,3.65972,1186.925,3.65972,963.256
3.66667,1107.882,3.66667,453.373,3.66667,296.307,3.66667,1192.25,3.66667,959.842
3.67361,1097.459,3.67361,451.339,3.67361,296.18,3.67361,1193.707,3.67361,955.017
3.68056,1097.641,3.68056,451.589,3.68056,293.988,3.68056,1195.565,3.68056,962.32
3.6875,1092.703,3.6875,450.92,3.6875,290.799,3.6875,1189.841,3.6875,964.107
3.69444,1097.243,3.69444,452.627,3.69444,292.736,3.69444,1194.282,3.69444,962.579
3.70139,1094.993,3.70139,454.065,3.70139,291.793,3.70139,1195.28,3.70139,964.74
3.70833,1095.166,3.70833,449.381,3.70833,286.391,3.70833,1199.287,3.70833,962.623
3.71528,1094.301,3.71528,449.533,3.71528,287.352,3.71528,1202.501,3.71528,963.083
3.72222,1101.386,3.72222,447.904,3.72222,290.07,3.72222,1200.049,3.72222,968.415
3.72917,1104.18,3.72917,450.762,3.72917,286.383,3.72917,1202.911,3.72917,965.07
3.73611,1090.055,3.73611,451.786,3.73611,283.461,3.73611,1196.996,3.73611,964.408
3.74306,1101.345,3.74306,445.02,3.74306,285.153,3.74306,1203.575,3.74306,967.765
3.75,1092.818,3.75,451.286,3.75,281.48,3.75,1198.512,3.75,971.25
3.75694,1093.997,3.75694,448.298,3.75694,284.395,3.75694,1195.773,3.75694,969.781
3.76389,1099.689,3.76389,445.869,3.76389,279.679,3.76389,1201.962,3.76389,962.782
3.77083,1106.343,3.77083,442.048,3.77083,276.136,3.77083,1204.296,3.77083,973.343
3.77778,1099.227,3.77778,449.81,3.77778,280.227,3.77778,1199.853,3.77778,970.597
3.78472,1105.689,3.78472,445.063,3.78472,273.866,3.78472,1201.195,3.78472,969.969
3.79167,1105.923,3.79167,451.283,3.79167,275.249,3.79167,1205.416,3.79167,978.236
3.79861,1103.332,3.79861,446.404,3.79861,275.484,3.79861,1195.458,3.79861,976.203
3.80556,1097.626,3.80556,445.27,3.80556,270.871,3.80556,1205.808,3.80556,971.523
3.8125,1109.122,3.8125,449.175,3.8125,268.5,3.8125,1199.795,3.8125,973.68
3.81944,1104.903,3.81944,448.251,3.81944,275.646,3.81944,1207.874,3.81944,973.498
3.82639,1102.617,3.82639,451.297,3.82639,266.985,3.82639,1205.026,3.82639,976.754
3.83333,1101.821,3.83333,450.199,3.83333,267.522,3.83333,1200.055,3.83333,964.726
3.84028,1107.201,3.84028,448.155,3.84028,265.694,3.84028,1200.398,3.84028,983.134
3.84722,1107.118,3.84722,452.226,3.84722,267.702,3.84722,1211.335,3.84722,974.044
3.85417,1106.763,3.85417,446.812,3.85417,267.604,3.85417,1196.999,3.85417,970.831
3.86111,1100.838,3.86111,449.224,3.86111,265.656,3.86111,1203.09,3.86111,974.411
3.86806,1105.857,3.86806,450.909,3.86806,265.024,3.86806,1213.214,3.86806,968.01
3.875,1109.711,3.875,454.383,3.875,266.031,3.875,1212.909,3.875,985.409
3.88194,1108.626,3.88194,456.777,3.88194,265.572,3.88194,1204.357,3.88194,976.16
3.88889,1114.849,3.88889,457.503,3.88889,263.162,3.88889,1207.553,3.88889,986.49
3.89583,1112.735,3.89583,460.619,3.89583,265.08,3.89583,1209.082,3.89583,991.444
3.90278,1117.298,3.90278,456.304,3.90278,262.956,3.90278,1208.28,3.90278,972.748
3.90972,1120.11,3.90972,457.946,3.90972,264.245,3.90972,1213.089,3.90972,984.991
3.91667,1106.528,3.91667,462.365,3.91667,260.86,3.91667,1217.5,3.91667,985.452
3.92361,1110.765,3.92361,458.743,3.92361,266.73,3.92361,1215.819,3.92361,976.278
3.93056,1114.703,3.93056,466.935,3.93056,263.146,3.93056,1207.233,3.93056,979.072
3.9375,1112.476,3.9375,459.842,3.9375,261.22,3.9375,1204.18,3.9375,983.873
3.94444,1107.553,3.94444,467.774,3.94444,263.086,3.94444,1206.89,3.94444,984.992
3.95139,1111.442,3.95139,464.222,3.95139,260.061,3.95139,1204.253,3.95139,973.44
3.95833,1114.611,3.95833,465.2,3.95833,257.785,3.95833,1202.589,3.95833,977.285
3.96528,1102.466,3.96528,470.687,3.96528,258.34,3.96528,1208.252,3.96528,976.853
3.97222,1114.941,3.97222,466.846,3.97222,257.508,3.97222,1205.354,3.97222,980.137
3.97917,1109.077,3.97917,471.87,3.97917,259.132,3.97917,1205.548,3.97917,977.948
